HEADER_TIME_STAMP,START_TIME,STOP_TIME,PID,ANNOTATION_LABELS,FINEST_ACTIVITIES,MUSS_22_ACTIVITIES,MUSS_3_POSTURES,MUSS_6_ACTIVITY_GROUPS,MDCAS,RIAR_17_ACTIVITIES,SEDENTARY_AMBULATION_CYCLING,MUSS_22_ACTIVITY_ABBRS
2016-04-05 12:31:08.800,2016-04-05 12:31:08.800,2016-04-05 12:31:21.600,SPADES_39,arms rested on the desk standing story web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-04-05 12:31:21.600,2016-04-05 12:31:21.600,2016-04-05 12:31:34.400,SPADES_39,arms rested on the desk standing story web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-04-05 12:31:34.400,2016-04-05 12:31:34.400,2016-04-05 12:31:47.200,SPADES_39,arms rested on the desk standing story web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-04-05 12:31:47.200,2016-04-05 12:31:47.200,2016-04-05 12:32:00.000,SPADES_39,arms rested on the desk standing story web browsing,Standing and typing on a keyboard,Standing and typing on a keyboard,Upright,Standing,Upright Movement,Standing and using a computer,Others,Stand-type
2016-04-05 12:32:00.000,2016-04-05 12:32:00.000,2016-04-05 12:32:12.800,SPADES_39,arms rested on the desk standing story web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:32:12.800,2016-04-05 12:32:12.800,2016-04-05 12:32:25.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:32:25.600,2016-04-05 12:32:25.600,2016-04-05 12:32:38.400,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:32:38.400,2016-04-05 12:32:38.400,2016-04-05 12:32:51.200,SPADES_39,arms rested on the desk sitting standing writing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:32:51.200,2016-04-05 12:32:51.200,2016-04-05 12:33:04.000,SPADES_39,arms rested on the desk dominant hand sitting writing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:33:04.000,2016-04-05 12:33:04.000,2016-04-05 12:33:16.800,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:33:16.800,2016-04-05 12:33:16.800,2016-04-05 12:33:29.600,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:33:29.600,2016-04-05 12:33:29.600,2016-04-05 12:33:42.400,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:33:42.400,2016-04-05 12:33:42.400,2016-04-05 12:33:55.200,SPADES_39,arms rested on the desk dominant hand sitting texting writing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:33:55.200,2016-04-05 12:33:55.200,2016-04-05 12:34:08.000,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:34:08.000,2016-04-05 12:34:08.000,2016-04-05 12:34:20.800,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:34:20.800,2016-04-05 12:34:20.800,2016-04-05 12:34:33.600,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:34:33.600,2016-04-05 12:34:33.600,2016-04-05 12:34:46.400,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:34:46.400,2016-04-05 12:34:46.400,2016-04-05 12:34:59.200,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:34:59.200,2016-04-05 12:34:59.200,2016-04-05 12:35:12.000,SPADES_39,arms rested on the desk dominant hand sitting writing,Sitting and writing,Sitting and writing,Sitting,Sitting,Sitting Movement,Sitting and writing,Others,Sit-write
2016-04-05 12:35:12.000,2016-04-05 12:35:12.000,2016-04-05 12:35:24.800,SPADES_39,arms rested on the desk dominant hand sitting texting writing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:35:24.800,2016-04-05 12:35:24.800,2016-04-05 12:35:37.600,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:35:37.600,2016-04-05 12:35:37.600,2016-04-05 12:35:50.400,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:35:50.400,2016-04-05 12:35:50.400,2016-04-05 12:36:03.200,SPADES_39,arms rested on the desk sitting texting web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:36:03.200,2016-04-05 12:36:03.200,2016-04-05 12:36:16.000,SPADES_39,arms rested on the desk sitting web browsing,Sitting and typing on a keyboard,Sitting and typing on a keyboard,Sitting,Sitting,Sitting Movement,Sitting and using a computer,Others,Sit-type
2016-04-05 12:36:16.000,2016-04-05 12:36:16.000,2016-04-05 12:36:28.800,SPADES_39,arms rested on the desk sitting texting web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:36:28.800,2016-04-05 12:36:28.800,2016-04-05 12:36:41.600,SPADES_39,arms rested on the desk sitting texting web browsing,Sitting and typing on a keyboard,Sitting and typing on a keyboard,Sitting,Sitting,Sitting Movement,Sitting and using a computer,Others,Sit-type
2016-04-05 12:36:41.600,2016-04-05 12:36:41.600,2016-04-05 12:36:54.400,SPADES_39,arms rested on the desk sitting texting web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:36:54.400,2016-04-05 12:36:54.400,2016-04-05 12:37:07.200,SPADES_39,arms rested on the desk sitting web browsing,Sitting and typing on a keyboard,Sitting and typing on a keyboard,Sitting,Sitting,Sitting Movement,Sitting and using a computer,Others,Sit-type
2016-04-05 12:37:07.200,2016-04-05 12:37:07.200,2016-04-05 12:37:20.000,SPADES_39,arms rested on the desk sitting web browsing,Sitting and typing on a keyboard,Sitting and typing on a keyboard,Sitting,Sitting,Sitting Movement,Sitting and using a computer,Others,Sit-type
2016-04-05 12:37:20.000,2016-04-05 12:37:20.000,2016-04-05 12:37:32.800,SPADES_39,arms rested on the desk sitting web browsing,Sitting and typing on a keyboard,Sitting and typing on a keyboard,Sitting,Sitting,Sitting Movement,Sitting and using a computer,Others,Sit-type
2016-04-05 12:37:32.800,2016-04-05 12:37:32.800,2016-04-05 12:37:45.600,SPADES_39,arms rested on the desk sitting web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:37:45.600,2016-04-05 12:37:45.600,2016-04-05 12:37:58.400,SPADES_39,sitting,Sitting still,Sitting still,Sitting,Sitting,Sitting Movement,Sitting still,Sedentary,Sit-still
2016-04-05 12:37:58.400,2016-04-05 12:37:58.400,2016-04-05 12:38:11.200,SPADES_39,sitting texting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:38:11.200,2016-04-05 12:38:11.200,2016-04-05 12:38:24.000,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:38:24.000,2016-04-05 12:38:24.000,2016-04-05 12:38:36.800,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:38:36.800,2016-04-05 12:38:36.800,2016-04-05 12:38:49.600,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:38:49.600,2016-04-05 12:38:49.600,2016-04-05 12:39:02.400,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:39:02.400,2016-04-05 12:39:02.400,2016-04-05 12:39:15.200,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:39:15.200,2016-04-05 12:39:15.200,2016-04-05 12:39:28.000,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:39:28.000,2016-04-05 12:39:28.000,2016-04-05 12:39:40.800,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:39:40.800,2016-04-05 12:39:40.800,2016-04-05 12:39:53.600,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:39:53.600,2016-04-05 12:39:53.600,2016-04-05 12:40:06.400,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:40:06.400,2016-04-05 12:40:06.400,2016-04-05 12:40:19.200,SPADES_39,sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:40:19.200,2016-04-05 12:40:19.200,2016-04-05 12:40:32.000,SPADES_39,sitting texting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:40:32.000,2016-04-05 12:40:32.000,2016-04-05 12:40:44.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:40:44.800,2016-04-05 12:40:44.800,2016-04-05 12:40:57.600,SPADES_39,shelf unload standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:40:57.600,2016-04-05 12:40:57.600,2016-04-05 12:41:10.400,SPADES_39,shelf unload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:41:10.400,2016-04-05 12:41:10.400,2016-04-05 12:41:23.200,SPADES_39,shelf unload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:41:23.200,2016-04-05 12:41:23.200,2016-04-05 12:41:36.000,SPADES_39,shelf unload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:41:36.000,2016-04-05 12:41:36.000,2016-04-05 12:41:48.800,SPADES_39,shelf unload standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:41:48.800,2016-04-05 12:41:48.800,2016-04-05 12:42:01.600,SPADES_39,shelf unload,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:42:01.600,2016-04-05 12:42:01.600,2016-04-05 12:42:14.400,SPADES_39,shelf reload standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:42:14.400,2016-04-05 12:42:14.400,2016-04-05 12:42:27.200,SPADES_39,shelf reload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:42:27.200,2016-04-05 12:42:27.200,2016-04-05 12:42:40.000,SPADES_39,shelf reload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:42:40.000,2016-04-05 12:42:40.000,2016-04-05 12:42:52.800,SPADES_39,shelf reload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:42:52.800,2016-04-05 12:42:52.800,2016-04-05 12:43:05.600,SPADES_39,shelf reload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:43:05.600,2016-04-05 12:43:05.600,2016-04-05 12:43:18.400,SPADES_39,shelf reload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:43:18.400,2016-04-05 12:43:18.400,2016-04-05 12:43:31.200,SPADES_39,shelf reload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:43:31.200,2016-04-05 12:43:31.200,2016-04-05 12:43:44.000,SPADES_39,shelf reload standing,Standing loading/unloading shelf,Standing loading/unloading shelf,Upright,Standing,Upright Movement,Loading/unloading shelf,Others,Stand-shelf
2016-04-05 12:43:44.000,2016-04-05 12:43:44.000,2016-04-05 12:43:56.800,SPADES_39,shelf reload standing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:43:56.800,2016-04-05 12:43:56.800,2016-04-05 12:44:09.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:44:09.600,2016-04-05 12:44:09.600,2016-04-05 12:44:22.400,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:44:22.400,2016-04-05 12:44:22.400,2016-04-05 12:44:35.200,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:44:35.200,2016-04-05 12:44:35.200,2016-04-05 12:44:48.000,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:44:48.000,2016-04-05 12:44:48.000,2016-04-05 12:45:00.800,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:45:00.800,2016-04-05 12:45:00.800,2016-04-05 12:45:13.600,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:45:13.600,2016-04-05 12:45:13.600,2016-04-05 12:45:26.400,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:45:26.400,2016-04-05 12:45:26.400,2016-04-05 12:45:39.200,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:45:39.200,2016-04-05 12:45:39.200,2016-04-05 12:45:52.000,SPADES_39,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:45:52.000,2016-04-05 12:45:52.000,2016-04-05 12:46:04.800,SPADES_39,texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:46:04.800,2016-04-05 12:46:04.800,2016-04-05 12:46:17.600,SPADES_39,texting walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:46:17.600,2016-04-05 12:46:17.600,2016-04-05 12:46:30.400,SPADES_39,jumping standing texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:46:30.400,2016-04-05 12:46:30.400,2016-04-05 12:46:43.200,SPADES_39,down elevator escalator jumping standing texting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:46:43.200,2016-04-05 12:46:43.200,2016-04-05 12:46:56.000,SPADES_39,down elevator standing texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:46:56.000,2016-04-05 12:46:56.000,2016-04-05 12:47:08.800,SPADES_39,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:47:08.800,2016-04-05 12:47:08.800,2016-04-05 12:47:21.600,SPADES_39,city outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:47:21.600,2016-04-05 12:47:21.600,2016-04-05 12:47:34.400,SPADES_39,city outdoors story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:47:34.400,2016-04-05 12:47:34.400,2016-04-05 12:47:47.200,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:47:47.200,2016-04-05 12:47:47.200,2016-04-05 12:48:00.000,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:48:00.000,2016-04-05 12:48:00.000,2016-04-05 12:48:12.800,SPADES_39,city outdoors story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:48:12.800,2016-04-05 12:48:12.800,2016-04-05 12:48:25.600,SPADES_39,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:48:25.600,2016-04-05 12:48:25.600,2016-04-05 12:48:38.400,SPADES_39,standing vending machine walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:48:38.400,2016-04-05 12:48:38.400,2016-04-05 12:48:51.200,SPADES_39,standing vending machine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:48:51.200,2016-04-05 12:48:51.200,2016-04-05 12:49:04.000,SPADES_39,standing vending machine walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:49:04.000,2016-04-05 12:49:04.000,2016-04-05 12:49:16.800,SPADES_39,outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:49:16.800,2016-04-05 12:49:16.800,2016-04-05 12:49:29.600,SPADES_39,city outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:49:29.600,2016-04-05 12:49:29.600,2016-04-05 12:49:42.400,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:49:42.400,2016-04-05 12:49:42.400,2016-04-05 12:49:55.200,SPADES_39,city outdoors texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:49:55.200,2016-04-05 12:49:55.200,2016-04-05 12:50:08.000,SPADES_39,city outdoors texting walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:50:08.000,2016-04-05 12:50:08.000,2016-04-05 12:50:20.800,SPADES_39,city outdoors texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:50:20.800,2016-04-05 12:50:20.800,2016-04-05 12:50:33.600,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:50:33.600,2016-04-05 12:50:33.600,2016-04-05 12:50:46.400,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:50:46.400,2016-04-05 12:50:46.400,2016-04-05 12:50:59.200,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:50:59.200,2016-04-05 12:50:59.200,2016-04-05 12:51:12.000,SPADES_39,city outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:51:12.000,2016-04-05 12:51:12.000,2016-04-05 12:51:24.800,SPADES_39,escalator standing texting up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:51:24.800,2016-04-05 12:51:24.800,2016-04-05 12:51:37.600,SPADES_39,escalator standing texting up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:51:37.600,2016-04-05 12:51:37.600,2016-04-05 12:51:50.400,SPADES_39,down stairs still walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:51:50.400,2016-04-05 12:51:50.400,2016-04-05 12:52:03.200,SPADES_39,city down outdoors stairs texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:52:03.200,2016-04-05 12:52:03.200,2016-04-05 12:52:16.000,SPADES_39,city outdoors texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:52:16.000,2016-04-05 12:52:16.000,2016-04-05 12:52:28.800,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:52:28.800,2016-04-05 12:52:28.800,2016-04-05 12:52:41.600,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:52:41.600,2016-04-05 12:52:41.600,2016-04-05 12:52:54.400,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:52:54.400,2016-04-05 12:52:54.400,2016-04-05 12:53:07.200,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:53:07.200,2016-04-05 12:53:07.200,2016-04-05 12:53:20.000,SPADES_39,city outdoors story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:53:20.000,2016-04-05 12:53:20.000,2016-04-05 12:53:32.800,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:53:32.800,2016-04-05 12:53:32.800,2016-04-05 12:53:45.600,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:53:45.600,2016-04-05 12:53:45.600,2016-04-05 12:53:58.400,SPADES_39,city outdoors story walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:53:58.400,2016-04-05 12:53:58.400,2016-04-05 12:54:11.200,SPADES_39,city outdoors story walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:54:11.200,2016-04-05 12:54:11.200,2016-04-05 12:54:24.000,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:54:24.000,2016-04-05 12:54:24.000,2016-04-05 12:54:36.800,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:54:36.800,2016-04-05 12:54:36.800,2016-04-05 12:54:49.600,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:54:49.600,2016-04-05 12:54:49.600,2016-04-05 12:55:02.400,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:55:02.400,2016-04-05 12:55:02.400,2016-04-05 12:55:15.200,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:55:15.200,2016-04-05 12:55:15.200,2016-04-05 12:55:28.000,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:55:28.000,2016-04-05 12:55:28.000,2016-04-05 12:55:40.800,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:55:40.800,2016-04-05 12:55:40.800,2016-04-05 12:55:53.600,SPADES_39,city outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:55:53.600,2016-04-05 12:55:53.600,2016-04-05 12:56:06.400,SPADES_39,city outdoors standing waiting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:56:06.400,2016-04-05 12:56:06.400,2016-04-05 12:56:19.200,SPADES_39,city outdoors standing waiting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:56:19.200,2016-04-05 12:56:19.200,2016-04-05 12:56:32.000,SPADES_39,mbta,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:56:32.000,2016-04-05 12:56:32.000,2016-04-05 12:56:44.800,SPADES_39,mbta sitting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:56:44.800,2016-04-05 12:56:44.800,2016-04-05 12:56:57.600,SPADES_39,mbta sitting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:56:57.600,2016-04-05 12:56:57.600,2016-04-05 12:57:10.400,SPADES_39,mbta sitting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:57:10.400,2016-04-05 12:57:10.400,2016-04-05 12:57:23.200,SPADES_39,mbta sitting texting,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:57:23.200,2016-04-05 12:57:23.200,2016-04-05 12:57:36.000,SPADES_39,mbta sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:57:36.000,2016-04-05 12:57:36.000,2016-04-05 12:57:48.800,SPADES_39,mbta sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:57:48.800,2016-04-05 12:57:48.800,2016-04-05 12:58:01.600,SPADES_39,mbta sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:58:01.600,2016-04-05 12:58:01.600,2016-04-05 12:58:14.400,SPADES_39,mbta sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:58:14.400,2016-04-05 12:58:14.400,2016-04-05 12:58:27.200,SPADES_39,mbta sitting texting,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:58:27.200,2016-04-05 12:58:27.200,2016-04-05 12:58:40.000,SPADES_39,mbta sitting texting web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:58:40.000,2016-04-05 12:58:40.000,2016-04-05 12:58:52.800,SPADES_39,mbta sitting texting web browsing,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:58:52.800,2016-04-05 12:58:52.800,2016-04-05 12:59:05.600,SPADES_39,walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:59:05.600,2016-04-05 12:59:05.600,2016-04-05 12:59:18.400,SPADES_39,walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-05 12:59:18.400,2016-04-05 12:59:18.400,2016-04-05 12:59:31.200,SPADES_39,standing stop light walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-05 12:59:31.200,2016-04-05 12:59:31.200,2016-04-05 12:59:44.000,SPADES_39,city outdoors standing stop light walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
